"","sex","age","education_level","institution_type","it_student","location","load_shedding","financial_condition","internet_type","network_type","class_duration","self_lms","device","adaptivity_level","outcome","sex_indicator","financial"
"668","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"3"
"669","Boy","26-30","University","Government","Yes","Yes","Low","Mid","Wifi","4G","0","No","Computer","Low","1",1,"2"
"670","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"3"
"671","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"672","Girl","21-25","University","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"673","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"674","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"675","Girl","16-20","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Low","1",0,"2"
"676","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Moderate","2",1,"2"
"677","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"678","Boy","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"1"
"679","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"680","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"681","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low","1",1,"2"
"682","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","High","3",0,"1"
"683","Girl","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"684","Boy","26-30","University","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate","2",1,"2"
"685","Boy","11-15","School","Government","No","No","Low","Poor","Mobile Data","3G","0","No","Mobile","Low","1",1,"1"
"686","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"687","Boy","11-15","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"688","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Mobile","Low","1",1,"1"
"689","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"690","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"691","Boy","26-30","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",1,"2"
"692","Boy","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"693","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"694","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"695","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low","1",1,"2"
"696","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate","2",0,"2"
"697","Girl","6-10","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"698","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Computer","Low","1",1,"2"
"699","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"700","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"701","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"702","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"703","Girl","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"704","Girl","1-5","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","Yes","Mobile","Low","1",0,"3"
"705","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"706","Girl","21-25","University","Non Government","Yes","No","High","Mid","Wifi","4G","1-3","Yes","Computer","Moderate","2",0,"2"
"707","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"708","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"709","Boy","21-25","University","Non Government","No","Yes","High","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"710","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"711","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"712","Boy","21-25","College","Government","Yes","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",1,"1"
"713","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Low","1",1,"2"
"714","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"715","Girl","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"716","Girl","11-15","School","Non Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"717","Girl","11-15","School","Non Government","No","Yes","Low","Rich","Wifi","3G","1-3","No","Mobile","High","3",0,"3"
"718","Girl","26-30","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"719","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"720","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"721","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"722","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"723","Boy","21-25","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"1"
"724","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"725","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"726","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"727","Girl","16-20","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"728","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"729","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"730","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"731","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"732","Girl","16-20","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate","2",0,"1"
"733","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"734","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High","3",1,"1"
"735","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"736","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High","3",1,"3"
"737","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"738","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"739","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"740","Boy","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low","1",1,"1"
"741","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Tab","Moderate","2",1,"2"
"742","Boy","11-15","School","Non Government","Yes","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"1"
"743","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"744","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"745","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"746","Boy","21-25","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"747","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate","2",1,"2"
"748","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"749","Boy","21-25","University","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","High","3",1,"1"
"750","Boy","21-25","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"1"
"751","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"752","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Moderate","2",1,"2"
"753","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"754","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"755","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","2G","3-6","No","Mobile","Moderate","2",0,"2"
"756","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",1,"2"
"757","Boy","16-20","University","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"758","Boy","21-25","University","Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low","1",1,"2"
"759","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"760","Boy","21-25","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"761","Boy","16-20","College","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",1,"2"
"762","Girl","21-25","University","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"763","Girl","21-25","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","Moderate","2",0,"3"
"764","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"765","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"766","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"767","Girl","16-20","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"768","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"769","Boy","16-20","College","Government","Yes","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Moderate","2",1,"2"
"770","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","High","3",0,"2"
"771","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"772","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",0,"2"
"773","Girl","21-25","University","Non Government","Yes","No","High","Poor","Wifi","2G","3-6","Yes","Tab","Low","1",0,"1"
"774","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"775","Boy","21-25","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Mobile","Low","1",1,"1"
"776","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"777","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"778","Girl","21-25","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"779","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"780","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"781","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"782","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"783","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"784","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"785","Boy","21-25","University","Non Government","No","No","Low","Poor","Mobile Data","4G","1-3","Yes","Mobile","Low","1",1,"1"
"786","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"787","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"788","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"789","Boy","6-10","School","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","High","3",1,"3"
"790","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",0,"2"
"791","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"1"
"792","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"793","Girl","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"794","Girl","11-15","School","Non Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"795","Boy","21-25","University","Government","No","No","High","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"796","Girl","16-20","College","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"797","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"798","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate","2",1,"2"
"799","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"800","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate","2",0,"2"
"801","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",0,"2"
"802","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"803","Boy","11-15","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low","1",1,"2"
"804","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"805","Boy","21-25","University","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Low","1",1,"2"
"806","Boy","6-10","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",1,"2"
"807","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"3"
"808","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"2"
"809","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"810","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"811","Boy","26-30","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Computer","High","3",1,"3"
"812","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"813","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",0,"2"
"814","Boy","21-25","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"815","Boy","11-15","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","High","3",1,"3"
"816","Girl","11-15","School","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"817","Boy","16-20","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"3"
"818","Boy","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"1"
"819","Girl","16-20","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"820","Boy","11-15","School","Government","No","No","Low","Poor","Mobile Data","3G","0","No","Mobile","Low","1",1,"1"
"821","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"822","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"823","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"824","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"825","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"826","Boy","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"827","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"828","Girl","21-25","University","Non Government","Yes","No","High","Mid","Wifi","4G","1-3","Yes","Computer","Moderate","2",0,"2"
"829","Boy","21-25","University","Non Government","Yes","No","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate","2",1,"2"
"830","Boy","16-20","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"3"
"831","Boy","16-20","College","Government","No","Yes","High","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",1,"2"
"832","Boy","11-15","School","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"833","Boy","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"834","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"835","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Computer","Low","1",0,"2"
"836","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"837","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"838","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"839","Boy","21-25","University","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"840","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"841","Girl","1-5","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"842","Girl","16-20","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","High","3",0,"2"
"843","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"844","Boy","16-20","University","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Computer","Moderate","2",1,"2"
"845","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High","3",1,"2"
"846","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"847","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",0,"2"
"848","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"849","Girl","6-10","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","High","3",0,"1"
"850","Girl","11-15","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"851","Girl","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"852","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"2"
"853","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"854","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low","1",0,"1"
"855","Girl","16-20","School","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"2"
"856","Girl","21-25","College","Government","No","No","High","Mid","Mobile Data","4G","0","No","Mobile","Low","1",0,"2"
"857","Girl","11-15","School","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low","1",0,"2"
"858","Girl","16-20","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"859","Boy","26-30","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"860","Girl","16-20","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"861","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low","1",1,"2"
"862","Boy","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Moderate","2",1,"2"
"863","Girl","26-30","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low","1",0,"1"
"864","Girl","6-10","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low","1",0,"2"
"865","Girl","21-25","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Low","1",0,"2"
"866","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"867","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"868","Girl","16-20","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",0,"2"
"869","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"1"
"870","Girl","6-10","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",0,"2"
"871","Boy","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate","2",1,"2"
"872","Boy","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",1,"2"
"873","Boy","16-20","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",1,"2"
"874","Girl","16-20","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","0","No","Mobile","Low","1",0,"1"
"875","Girl","16-20","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate","2",0,"2"
"876","Girl","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate","2",0,"2"
"877","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
"878","Girl","16-20","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low","1",0,"2"
"879","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"880","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"2"
"881","Girl","21-25","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate","2",0,"2"
"882","Girl","11-15","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Low","1",0,"3"
"883","Boy","11-15","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low","1",1,"2"
"884","Girl","11-15","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate","2",0,"1"
"885","Boy","21-25","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate","2",1,"2"
"886","Boy","16-20","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate","2",1,"3"
"887","Girl","1-5","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate","2",0,"1"
"888","Boy","21-25","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate","2",1,"2"
"889","Girl","16-20","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Computer","Moderate","2",0,"2"
"890","Boy","26-30","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate","2",1,"2"
